Player,Overall,Goals,Assists,Expected Goals,Pace,Shooting,Passing,Dribbling,Defending,Physicality,National Team,League,Club Team,Age,Height_cm,Weight_kg,Position
Lewis Hall,73,1,0,0.3,74,62,74,75,68,59,England,Premier League,Newcastle Utd,20,179,71,LB
Sébastien Haller,79,0,1,0.9,56,79,63,75,51,73,Côte d'Ivoire,Bundesliga,Dortmund,30,191,90,ST
Gustavo Hamer,76,4,6,3.0,69,70,77,74,73,77,Holland,Premier League,Sheffield Utd,27,169,61,CM
Andreas Hanche-Olsen,76,1,0,0.7,69,38,57,63,76,79,Norway,Bundesliga,Mainz 05,27,185,82,CB
Isak Hansen-Aarøen,62,0,0,0.0,70,50,60,68,47,50,Norway,Bundesliga,Werder Bremen,20,173,65,CAM
Ridgeciano Haps,70,0,1,0.1,81,63,64,71,64,67,Suriname,Serie A,Genoa,31,175,66,LM
Amine Harit,76,1,2,3.7,77,65,74,81,60,57,Morocco,Ligue 1,Marseille,27,180,67,CM
Luke Harris,65,0,0,0.3,66,63,63,68,43,58,Wales,Premier League,Fulham,19,177,63,CAM
Jack Harrison,76,3,3,3.6,79,71,70,78,49,69,England,Premier League,Everton,27,175,70,RM
Abdou Harroui,73,3,3,3.1,69,70,70,74,67,73,Morocco,Serie A,Frosinone,26,182,76,CM
Daiki Hashioka,70,0,0,0.1,70,59,65,68,65,76,Japan,Premier League,Luton Town,25,182,73,RB
Hans Hateboer,77,0,1,0.3,76,63,71,75,74,75,Holland,Serie A,Atalanta,30,185,72,RB
Pantelis Hatzidiakos,72,0,0,0.4,67,55,66,66,72,71,Greece,Serie A,Cagliari,27,185,75,CB
Kai Havertz,83,13,7,12.3,77,81,80,82,49,72,Germany,Premier League,Arsenal,25,193,82,ST
Thorgan Hazard,77,0,0,0.0,71,74,78,82,53,66,Belgium,Bundesliga,Dortmund,31,175,71,LW
Jan Paul van Hecke,76,0,0,1.2,55,45,58,65,77,77,Holland,Premier League,Brighton,24,189,79,CB
Dominique Heintz,71,0,0,0.0,54,37,60,58,71,77,Germany,Bundesliga,Köln,31,188,89,CB
Dean Henderson,79,0,0,0.0,80,76,78,81,55,75,England,Premier League,Crystal Palace,27,188,85,GK
Liam Henderson,70,0,0,0.0,72,64,68,71,66,78,Scotland,Serie A,Empoli,28,183,76,CM
Benjamin Henrichs,81,1,5,2.5,74,54,76,78,79,74,Germany,Bundesliga,RB Leipzig,27,183,79,RB
Luis Henrique,74,1,0,1.3,82,67,71,73,45,72,Brazil,Ligue 1,Marseille,22,181,78,LM
Rico Henry,77,0,1,0.1,87,41,62,75,75,71,England,Premier League,Brentford,27,170,66,LB
Thomas Henry,71,3,0,3.3,47,73,64,64,39,79,France,Serie A,Hellas Verona,29,191,86,ST
Christophe Hérelle,72,0,0,0.1,50,48,61,61,72,73,France,Ligue 1,Metz,32,188,79,CB
Javi Hernández,72,1,2,1.4,71,56,67,67,70,72,Spain,La Liga,Cádiz,26,182,75,LB
Lucas Hernández,83,1,1,0.5,74,54,72,71,84,78,France,Ligue 1,Paris S-G,28,184,79,CB
Theo Hernández,87,5,4,4.9,95,76,78,84,81,89,France,Serie A,Milan,26,184,81,LB
Ander Herrera,78,0,3,0.7,59,71,78,78,79,74,Spain,La Liga,Athletic Club,35,182,71,CM
Sergio Herrera,78,0,0,0.0,78,77,75,78,47,76,Spain,La Liga,Osasuna,31,192,82,GK
Yangel Herrera,82,5,0,4.9,64,77,76,78,80,81,Venezuela,La Liga,Girona,26,184,77,CDM
Son Heung-min,87,17,10,12.0,87,89,81,85,42,73,Korea Republic,Premier League,Tottenham,32,183,78,ST
Aaron Hickey,76,0,0,0.2,74,54,70,74,74,68,Scotland,Premier League,Brentford,22,185,72,RB
James Hill,69,0,0,0.0,70,39,57,59,69,72,England,Premier League,Bournemouth,22,184,73,CB
Piero Hincapié,81,1,2,1.9,78,40,64,72,81,80,Ecuador,Bundesliga,Leverkusen,22,184,77,CB
Jack Hinshelwood,69,3,0,1.9,63,63,69,69,66,65,England,Premier League,Brighton,19,181,74,CDM
Adam Hložek,76,2,3,3.1,75,76,72,76,31,77,Czech Republic,Bundesliga,Leverkusen,22,188,84,ST
Nicolas Höfler,75,1,1,0.7,57,47,65,67,75,72,Germany,Bundesliga,Freiburg,34,181,80,CDM
Jonas Hofmann,82,5,7,5.9,73,79,81,81,64,72,Germany,Bundesliga,Leverkusen,32,176,72,CAM
Philipp Hofmann,73,4,2,4.8,51,72,55,65,37,80,Germany,Bundesliga,Bochum,31,195,89,ST
Lucas Höler,73,7,2,8.6,69,73,54,63,51,79,Germany,Bundesliga,Freiburg,30,184,83,ST
Mason Holgate,71,0,0,0.6,68,43,65,63,71,71,England,Premier League,Sheffield Utd,27,184,75,CB
Fabian Holland,72,0,2,0.6,62,49,67,72,72,70,Germany,Bundesliga,Darmstadt 98,34,172,74,CDM
Benedict Hollerbach,72,5,0,3.4,84,72,62,74,27,72,Germany,Bundesliga,Union Berlin,23,181,78,ST
Emil Holm,74,1,1,2.7,82,61,67,71,66,84,Sweden,Serie A,Atalanta,24,191,83,RM
Gerrit Holtmann,69,0,0,0.6,86,64,63,68,56,60,Philippines,Bundesliga,Darmstadt 98,29,185,77,LM
Franck Honorat,79,3,9,1.6,80,77,77,78,53,63,France,Bundesliga,Gladbach,28,180,70,RM
Mathias Honsak,70,1,1,1.8,84,63,62,70,50,69,Austria,Bundesliga,Darmstadt 98,27,188,83,LM
Sydney van Hooijdonk,71,0,0,0.6,74,72,57,65,27,73,Holland,Serie A,Bologna,24,188,81,ST
Fraser Hornby,68,0,0,0.7,58,69,55,60,25,77,Scotland,Bundesliga,Darmstadt 98,25,195,85,ST
Lukáš Hrádecký,84,0,0,0.0,85,80,69,87,40,82,Finland,Bundesliga,Leverkusen,34,192,85,GK
Timo Hübers,75,0,0,1.8,73,40,56,59,75,75,Germany,Bundesliga,Köln,28,190,82,CB
Callum Hudson-Odoi,77,8,1,2.7,82,72,73,80,48,60,England,Premier League,Nott'ham Forest,23,182,76,LM
Will Hughes,74,0,1,0.3,43,63,75,73,71,63,England,Premier League,Crystal Palace,29,185,74,CDM
Elseid Hysaj,74,0,0,0.2,73,51,66,72,72,69,Albania,Serie A,Lazio,30,182,75,LB
Pierre Højbjerg,80,0,0,0.7,50,73,76,74,77,80,Denmark,Premier League,Tottenham,29,187,84,CDM
Rasmus Højlund,78,10,2,7.6,85,77,59,74,33,84,Denmark,Premier League,Manchester Utd,21,191,79,ST
Pablo Ibáñez,70,1,2,2.3,57,59,66,67,64,57,Spain,La Liga,Osasuna,25,179,74,CM
Arijon Ibrahimović,62,1,1,0.8,59,62,56,67,26,48,Germany,Serie A,Frosinone,18,176,69,LW
Igor,77,0,0,0.3,67,37,57,58,77,85,Brazil,Premier League,Brighton,26,185,84,CB
Chukwubuikem Ikwuemesi,69,1,1,2.4,76,68,60,68,37,73,Nigeria,Serie A,Salernitana,23,195,88,ST
Ivan Ilić,77,3,2,2.1,68,72,77,78,68,69,Serbia,Serie A,Torino,23,186,75,CM
Samuel Iling-Junior,73,1,2,0.7,81,61,69,78,37,55,England,Serie A,Juventus,20,182,75,LM
Imanol,70,0,0,0.0,67,47,66,65,68,55,Spain,La Liga,Athletic Club,24,177,63,LB
Ciro Immobile,82,7,1,9.7,82,83,67,78,39,73,Italy,Serie A,Lazio,34,185,85,ST
Gino Infantino,66,0,0,0.0,71,61,64,71,48,56,Argentina,Serie A,Fiorentina,21,179,74,RW
Danny Ings,74,1,0,1.3,59,77,69,73,45,61,England,Premier League,West Ham,32,178,73,ST
Bonke Innocent,69,0,0,0.0,71,43,56,67,66,80,Nigeria,Ligue 1,Lorient,28,178,80,CDM
Tim Iroegbunam,69,0,0,0.0,65,58,64,68,66,71,England,Premier League,Aston Villa,21,183,70,CDM
Alexander Isak,85,21,2,20.3,85,84,73,86,39,74,Sweden,Premier League,Newcastle Utd,24,192,77,ST
Gustav Isaksen,76,3,1,1.6,88,72,67,78,40,49,Denmark,Serie A,Lazio,23,178,65,RW
Isco,82,8,5,8.3,66,74,82,83,59,59,Spain,La Liga,Betis,32,176,79,CAM
Ismaily,78,1,1,0.3,76,64,73,78,73,75,Brazil,Ligue 1,Lille,34,177,82,LB
Ardian Ismajli,71,0,0,0.3,67,30,49,61,75,63,Albania,Serie A,Empoli,27,185,76,CB
Ko Itakura,76,3,0,1.3,73,45,59,70,77,73,Japan,Bundesliga,Gladbach,27,188,80,CB
Hiroki Ito,79,0,2,0.9,77,57,71,72,80,75,Japan,Bundesliga,Stuttgart,25,188,84,CB
Junya Ito,78,3,7,4.5,87,69,74,79,58,68,Japan,Ligue 1,Reims,31,176,66,RM
Armando Izzo,74,0,0,0.7,45,33,47,64,75,73,Italy,Serie A,Monza,32,183,78,CB
Nicolas Jackson,79,14,5,18.6,83,78,65,80,40,73,Senegal,Premier League,Chelsea,23,187,78,ST
Paul Jaeckel,72,0,0,0.0,64,33,54,51,73,71,Germany,Bundesliga,Union Berlin,26,186,83,CB
Ismail Jakobs,74,1,2,1.3,84,60,64,73,67,69,Senegal,Ligue 1,Monaco,25,184,75,LB
Ablie Jallow,71,3,2,2.0,78,67,67,75,34,46,Gambia,Ligue 1,Metz,25,166,62,RM
Reece James,82,0,2,0.3,78,72,83,82,82,82,England,Premier League,Chelsea,24,179,91,RB
Vitaly Janelt,76,1,3,1.8,60,70,73,73,73,78,Germany,Premier League,Brentford,26,184,79,CM
Jakub Jankto,71,1,2,1.5,72,67,70,72,65,62,Czech Republic,Serie A,Cagliari,28,184,74,CM
Adnan Januzaj,76,0,0,0.6,76,69,77,80,30,56,Belgium,La Liga,Sevilla,29,186,76,RW
Luis Javier Suárez,75,6,0,6.5,80,77,65,71,38,75,Colombia,La Liga,Almería,26,185,74,ST
Daniel Jebbison,65,0,0,0.0,78,62,49,63,30,72,England,Premier League,Sheffield Utd,21,190,78,ST
Fredrik Jensen,74,2,4,0.9,68,69,71,74,55,73,Finland,Bundesliga,Augsburg,27,183,78,CAM
Mathias Jensen,77,3,3,0.7,67,64,79,75,69,74,Denmark,Premier League,Brentford,28,180,68,CM
Moritz Jenz,74,0,1,0.3,63,29,50,55,73,80,Germany,Bundesliga,Wolfsburg,25,190,86,CB
Juan Jesus,74,1,0,1.3,60,33,51,60,76,71,Brazil,Serie A,Napoli,33,185,83,CB
Raúl Jiménez,74,7,0,5.2,54,76,73,73,45,78,Mexico,Premier League,Fulham,33,188,81,ST
João Pedro,77,9,3,11.9,77,77,67,79,28,62,Brazil,Premier League,Brighton,22,182,70,ST
Joelinton,82,2,1,3.1,76,72,76,82,81,89,Brazil,Premier League,Newcastle Utd,28,186,81,CM
Ben Johnson,73,0,0,0.2,72,40,63,68,73,71,England,Premier League,West Ham,24,180,69,RB
Sam Johnstone,78,0,0,0.0,79,79,69,80,41,76,England,Premier League,Crystal Palace,31,193,85,GK
Curtis Jones,79,1,1,2.6,68,71,75,81,70,75,England,Premier League,Liverpool,23,185,75,CM
Frenkie de Jong,87,2,0,0.7,82,69,86,87,77,78,Holland,La Liga,Barcelona,27,181,74,CM
Joan Jordán,78,0,0,0.2,54,75,78,75,69,75,Spain,La Liga,Sevilla,30,184,74,CM
Jorginho,82,0,2,0.1,46,67,83,80,73,71,Italy,Premier League,Arsenal,32,178,68,CDM
Diogo Jota,85,10,3,5.3,82,82,75,84,57,79,Portugal,Premier League,Liverpool,27,178,70,ST
Antoine Joujou,66,0,2,1.1,69,65,59,68,22,53,France,Ligue 1,Le Havre,21,189,75,RM
Luka Jović,79,6,1,4.9,75,79,68,79,30,72,Serbia,Serie A,Milan,26,181,85,ST
Kamil Jóźwiak,69,0,1,0.1,84,57,61,72,42,64,Poland,La Liga,Granada,26,176,70,RM
Juanmi,78,3,1,2.5,78,77,71,80,31,62,Spain,La Liga,Cádiz,31,172,69,LM
Juanpe,73,0,0,0.2,50,37,55,49,72,77,Spain,La Liga,Girona,33,190,80,CB
Mads Juel Andersen,71,1,0,0.3,42,34,45,49,70,80,Denmark,Premier League,Luton Town,26,194,82,CB
Christopher Jullien,73,1,0,1.1,54,50,62,56,72,77,France,Ligue 1,Montpellier,31,196,88,CB
Anthony Jung,73,1,0,0.6,63,62,65,66,74,74,Germany,Bundesliga,Werder Bremen,32,185,81,CB
Eli Junior Kroupi,68,5,3,3.5,71,67,66,74,45,54,France,Ligue 1,Lorient,18,179,70,ST
Vinicius Júnior,90,15,5,13.1,95,84,81,91,29,69,Brazil,La Liga,Real Madrid,24,176,73,LW
Josip Juranović,76,0,2,1.4,83,64,75,74,71,68,Croatia,Bundesliga,Union Berlin,29,173,68,RB
David Jurásek,73,0,1,0.2,82,61,68,72,67,75,Czech Republic,Bundesliga,Hoffenheim,24,183,76,LB
Filip Jørgensen,64,0,0,0.0,73,55,60,67,57,64,Norway,La Liga,Villarreal,22,178,74,CM
Mathias Jørgensen,61,1,0,0.7,82,60,49,61,28,60,Denmark,Premier League,Brentford,23,185,70,ST
Mohamed Kaba,70,0,0,1.2,61,52,58,64,66,77,France,Serie A,Lecce,22,185,78,CDM
Sory Kaba,67,1,1,1.5,53,68,57,65,31,80,Guinea,La Liga,Las Palmas,29,191,80,ST
Ozan Kabak,76,4,0,2.2,63,37,59,66,74,81,Turkey,Bundesliga,Hoffenheim,24,186,86,CB
Christian Kabasele,71,1,1,1.2,50,50,51,59,71,71,Belgium,Serie A,Udinese,33,187,84,CB
Issa Kaboré,73,0,2,0.2,87,39,63,72,65,74,Burkina Faso,Premier League,Luton Town,23,180,72,RB
Pavel Kadeřábek,76,3,4,2.5,67,45,71,71,72,76,Czech Republic,Bundesliga,Hoffenheim,32,182,81,RB
Kaiky,68,1,0,0.2,68,31,50,65,70,65,Brazil,La Liga,Almería,20,181,80,CB
Florian Kainz,76,5,4,5.0,71,74,77,77,44,61,Austria,Bundesliga,Köln,31,176,71,CAM
Arnaud Kalimuendo,77,10,1,9.0,80,76,60,78,29,67,France,Ligue 1,Rennes,22,175,79,ST
Yayah Kallon,67,0,0,0.0,82,64,58,69,22,63,Sierra Leone,Serie A,Hellas Verona,23,175,72,RW
Pierre Kalulu,78,0,0,0.1,78,50,68,69,79,74,France,Serie A,Milan,24,182,80,CB
Daichi Kamada,81,2,2,1.8,79,73,80,83,54,63,Japan,Serie A,Lazio,28,184,72,CAM
Boubacar Kamara,82,0,1,0.1,66,54,74,75,83,80,France,Premier League,Aston Villa,24,184,68,CDM
Hassane Kamara,73,1,1,1.9,82,59,67,73,67,74,Côte d'Ivoire,Serie A,Udinese,30,168,67,LB
Willy Kambwala,65,0,0,0.0,71,30,51,58,64,64,France,Premier League,Manchester Utd,20,192,77,CB
Jakub Kamiński,73,0,2,0.5,82,64,66,77,48,58,Poland,Bundesliga,Wolfsburg,22,179,68,LM
Thomas Kaminski,75,0,0,0.0,73,75,70,77,46,74,Belgium,Premier League,Luton Town,31,190,78,GK
Kevin Kampl,78,1,0,0.2,52,66,79,81,64,59,Slovenia,Bundesliga,RB Leipzig,33,178,66,CM
Harry Kane,90,36,8,30.6,65,93,84,83,49,82,England,Bundesliga,Bayern Munich,31,188,86,ST
Atakan Karazor,75,0,4,1.0,48,36,62,66,77,73,Germany,Bundesliga,Stuttgart,27,191,76,CDM
Ayman Kari,68,1,1,0.6,70,53,66,73,59,65,France,Ligue 1,Lorient,19,176,71,CM
Jesper Karlsson,76,0,0,0.4,77,74,71,80,35,55,Sweden,Serie A,Bologna,26,178,68,LW
Rick Karsdorp,78,0,2,0.4,81,63,74,76,73,80,Holland,Serie A,Roma,29,184,80,RB
Grigoris Kastanos,73,3,3,2.9,76,70,72,75,55,65,Cyprus,Serie A,Salernitana,26,179,71,CAM
Panos Katseris,69,1,1,2.1,80,51,62,66,62,63,Greece,Ligue 1,Lorient,23,175,70,RB
Mikkel Kaufmann,70,1,0,1.3,80,68,54,66,25,68,Denmark,Bundesliga,Union Berlin,23,190,90,ST
Michael Kayode,71,1,1,0.5,65,35,56,71,72,58,Italy,Serie A,Fiorentina,20,179,70,RB
Moise Kean,78,0,0,2.1,84,76,58,76,40,75,Italy,Serie A,Juventus,24,183,72,ST
Michael Keane,75,1,0,0.7,41,49,62,59,76,74,England,Premier League,Everton,31,191,82,CB
Yassine Kechta,72,2,1,1.6,58,59,70,74,64,63,Morocco,Ligue 1,Le Havre,22,174,68,CM
Naby Keïta,74,0,0,0.1,60,71,72,81,67,59,Guinea,Bundesliga,Werder Bremen,29,172,64,CM
Yannik Keitel,71,1,0,0.7,66,48,63,66,69,73,Germany,Bundesliga,Freiburg,24,186,85,CDM
Thomas Keller,66,0,0,0.0,60,42,56,54,64,70,Germany,Bundesliga,Heidenheim,25,186,82,CB
Lloyd Kelly,75,0,1,0.3,67,40,65,67,75,78,England,Premier League,Bournemouth,25,190,86,CB
Omari Kellyman,62,0,0,0.1,64,59,60,65,43,57,England,Premier League,Aston Villa,18,191,85,CAM
Aljoscha Kemlein,68,0,0,0.0,60,59,65,67,64,66,Germany,Bundesliga,Union Berlin,20,185,78,CM
Tobias Kempe,71,3,2,3.6,59,73,76,72,55,68,Germany,Bundesliga,Darmstadt 98,35,184,77,CM
Milos Kerkez,77,0,1,1.2,83,55,70,75,70,75,Hungary,Premier League,Bournemouth,20,180,71,LB
Kaine Kesler-Hayden,66,0,0,0.0,77,48,60,65,60,59,England,Premier League,Aston Villa,21,175,62,RB
Reda Khadra,73,1,3,1.8,85,67,68,77,48,67,Germany,Ligue 1,Reims,23,180,72,CAM
Wahbi Khazri,72,1,0,3.3,63,75,73,75,43,70,Tunisia,Ligue 1,Montpellier,33,176,82,ST
Rani Khedira,75,0,0,0.4,54,43,57,62,79,80,Germany,Bundesliga,Union Berlin,30,189,86,CDM
Abdukodir Khusanov,72,0,0,0.2,71,39,54,55,71,72,Uzbekistan,Ligue 1,Lens,20,186,84,CB
Luca Kilian,71,0,0,0.0,68,39,55,54,70,76,Germany,Bundesliga,Köln,25,192,91,CB
Joshua Kimmich,86,1,6,1.1,69,74,88,84,81,77,Germany,Bundesliga,Bayern Munich,29,177,75,RB
Jakub Kiwior,76,1,3,0.8,69,37,66,63,77,77,Poland,Premier League,Arsenal,24,189,75,LB
Christoph Klarer,72,2,2,1.2,67,37,49,54,73,76,Austria,Bundesliga,Darmstadt 98,24,191,82,CB
Tim Kleindienst,77,12,3,13.9,67,79,56,68,39,87,Germany,Bundesliga,Heidenheim,29,194,85,ST
Lukas Klostermann,79,1,0,0.7,82,50,64,70,81,76,Germany,Bundesliga,RB Leipzig,28,187,88,CB
Justin Kluivert,77,7,1,6.2,88,75,73,81,38,65,Holland,Premier League,Bournemouth,25,171,66,CAM
Ansgar Knauff,76,7,2,5.7,91,69,68,76,52,64,Germany,Bundesliga,Eint Frankfurt,22,180,73,RM
Robin Knoche,74,1,0,1.2,45,42,54,49,76,72,Germany,Bundesliga,Union Berlin,32,189,77,CB
Gregor Kobel,88,0,0,0.0,87,86,73,89,44,87,Switzerland,Bundesliga,Dortmund,26,195,88,GK
Robin Koch,79,2,0,3.1,65,38,61,65,80,76,Germany,Bundesliga,Eint Frankfurt,28,191,85,CB
Philipp Köhn,75,0,0,0.0,76,73,68,76,46,74,Switzerland,Ligue 1,Monaco,26,190,80,GK
Dominik Kohr,75,1,0,1.6,80,63,60,70,74,80,Germany,Bundesliga,Mainz 05,30,183,80,CB
Koke,83,0,4,0.4,69,72,84,79,77,78,Spain,La Liga,Atlético Madrid,32,176,75,CDM
Sead Kolašinac,79,1,0,1.3,64,63,67,68,79,83,Bosnia and Herzegovina,Serie A,Atalanta,31,183,85,CB
Mert Kömür,64,1,0,0.2,65,61,59,70,38,51,Germany,Bundesliga,Augsburg,19,183,77,CAM
Ibrahima Konaté,83,0,0,0.7,75,34,59,68,83,84,France,Premier League,Liverpool,25,194,95,CB
Geoffrey Kondogbia,79,0,0,0.4,67,71,75,75,80,88,Central African Republic,Ligue 1,Marseille,31,188,76,CM
Amadou Koné,65,0,0,0.3,61,53,60,61,61,66,Côte d'Ivoire,Ligue 1,Reims,19,185,75,CDM
Ezri Konsa,81,1,0,2.5,76,48,71,76,83,78,England,Premier League,Aston Villa,26,183,77,CB
Teun Koopmeiners,83,12,5,6.5,66,78,83,78,75,78,Holland,Serie A,Atalanta,26,183,77,CM
Odilon Kossounou,81,1,0,0.6,80,32,64,67,82,80,Côte d'Ivoire,Bundesliga,Leverkusen,23,191,82,CB
Filip Kostić,82,0,4,0.7,85,76,81,81,70,80,Serbia,Serie A,Juventus,31,184,84,LM
Christian Kouamé,76,2,1,1.9,79,72,68,77,40,70,Côte d'Ivoire,Serie A,Fiorentina,26,185,70,ST
Rominigue Kouamé,73,0,0,0.3,68,56,69,73,70,79,Mali,La Liga,Cádiz,27,177,68,CM
Koffi Kouao,71,0,2,0.2,77,39,55,69,67,71,Côte d'Ivoire,Ligue 1,Metz,26,173,65,RB
Jules Koundé,85,1,2,2.0,84,45,70,75,86,80,France,La Liga,Barcelona,25,180,75,RB
Boubakar Kouyaté,73,0,2,0.8,61,36,50,58,73,76,Mali,Ligue 1,Montpellier,27,192,78,CB
Mateo Kovačić,83,1,0,1.3,69,67,82,87,71,70,Croatia,Premier League,Manchester City,30,177,80,CM
Viktor Kovalenko,70,1,1,0.9,66,69,71,72,57,70,Ukraine,Serie A,Empoli,28,182,76,CM
Dawid Kownacki,71,0,0,1.3,74,72,63,72,34,68,Poland,Bundesliga,Werder Bremen,27,185,75,ST
Emil Krafth,73,0,0,0.2,53,58,68,70,75,70,Sweden,Premier League,Newcastle Utd,30,184,83,RB
Alex Král,74,0,0,1.7,70,70,69,74,73,76,Czech Republic,Bundesliga,Union Berlin,26,186,76,CDM
Andrej Kramarić,81,15,6,11.1,71,83,79,84,33,73,Croatia,Bundesliga,Hoffenheim,33,177,73,ST
Frans Krätzig,66,0,0,0.3,66,45,61,71,62,53,Germany,Bundesliga,Bayern Munich,21,177,70,LB
Tom Krauß,75,1,2,0.8,70,66,66,73,72,75,Germany,Bundesliga,Mainz 05,23,182,75,CDM
Rasmus Kristensen,76,1,1,0.5,69,65,67,71,75,77,Denmark,Serie A,Roma,27,187,70,RB
Nikola Krstović,75,7,1,11.6,66,75,57,71,26,74,Montenegro,Serie A,Lecce,24,185,88,ST
Lukas Kübler,74,1,0,0.6,82,47,60,67,71,73,Germany,Bundesliga,Freiburg,32,182,77,RB
Takefusa Kubo,81,7,4,3.5,84,76,76,83,40,60,Japan,La Liga,Real Sociedad,23,173,64,RW
Mohammed Kudus,82,8,6,5.1,90,77,73,86,60,75,Ghana,Premier League,West Ham,24,177,70,RM
Christian Kühlwetter,67,0,1,0.0,67,66,61,68,34,71,Germany,Bundesliga,Heidenheim,28,180,79,ST
Dejan Kulusevski,82,8,3,4.7,75,77,80,83,57,80,Sweden,Premier League,Tottenham,24,186,80,RM
Marash Kumbulla,74,0,0,0.0,39,32,53,56,77,73,Albania,Serie A,Sassuolo,24,191,78,CB
Berkan Kutlu,71,0,0,0.2,78,63,62,68,71,77,Turkey,Serie A,Genoa,26,186,75,CM
Daler Kuzyaev,74,2,2,1.8,75,68,73,75,71,70,Russia,Ligue 1,Le Havre,31,182,74,CM
Khvicha Kvaratskhelia,85,11,6,11.1,86,79,80,86,41,71,Georgia,Serie A,Napoli,23,183,70,LW
Giorgi Kvernadze,63,0,0,0.0,74,58,59,67,29,50,Georgia,Serie A,Frosinone,21,188,80,LW
Moritz-Broni Kwarteng,69,0,1,1.0,72,70,62,74,30,49,Germany,Bundesliga,Bochum,26,175,69,RW
Grejohn Kyei,71,2,1,4.9,62,70,54,70,27,78,France,Ligue 1,Clermont Foot,29,188,90,ST
Giorgos Kyriakopoulos,71,0,3,1.2,61,49,64,71,71,66,Greece,Serie A,Monza,28,178,74,LB
Luca de la Torre,72,1,4,2.5,64,61,72,73,62,62,United States,La Liga,Celta Vigo,26,177,63,CM
Gaëtan Laborde,78,5,2,7.7,70,79,76,79,40,79,France,Ligue 1,Nice,30,181,78,RW
Alexandre Lacazette,82,19,2,11.4,70,84,76,83,44,75,France,Ligue 1,Lyon,33,175,73,ST
Maxence Lacroix,76,4,1,0.8,88,41,55,67,76,77,France,Bundesliga,Wolfsburg,24,190,88,CB
Alban Lafont,76,0,0,0.0,75,71,69,81,47,76,France,Ligue 1,Nantes,25,196,90,GK
Konrad Laimer,83,0,3,1.0,80,69,77,77,82,78,Austria,Bundesliga,Bayern Munich,27,180,72,CDM
Stefan Lainer,73,0,1,0.2,70,62,65,67,73,75,Austria,Bundesliga,Gladbach,32,175,73,RB
Kenny Lala,76,2,3,0.5,77,62,72,72,73,73,France,Ligue 1,Brest,32,178,78,RB
Adam Lallana,74,0,1,0.8,52,70,76,76,63,61,England,Premier League,Brighton,36,172,73,CAM
Mathis Lambourde,63,0,0,0.0,78,60,55,65,21,54,France,Ligue 1,Rennes,18,179,76,RM
Tariq Lamptey,75,0,3,0.4,85,44,66,77,70,50,Ghana,Premier League,Brighton,23,163,62,RB
Bruno Langa,71,1,0,0.2,82,46,54,76,67,65,Mozambique,La Liga,Almería,26,178,70,LB
Gianluca Lapadula,73,3,1,4.8,68,73,61,72,39,71,Peru,Serie A,Cagliari,34,178,71,ST
Aymeric Laporte,83,0,0,0.0,55,50,74,70,85,76,Spain,Premier League,Manchester City,30,189,85,CB
Julien Laporte,73,0,0,0.8,37,29,46,50,74,81,France,Ligue 1,Lorient,30,185,82,CB
Cyle Larin,75,3,2,9.0,71,75,65,69,28,78,Canada,La Liga,Mallorca,29,188,90,ST
Yasser Larouci,68,0,0,0.2,71,47,59,69,65,64,Algeria,Premier League,Sheffield Utd,23,176,68,LB
Hugo Larsson,74,2,1,1.3,73,63,67,75,65,73,Sweden,Bundesliga,Eint Frankfurt,20,187,74,CM
Jamaal Lascelles,75,1,0,0.7,40,35,51,50,76,78,England,Premier League,Newcastle Utd,30,188,83,CB
Toni Lato,74,0,1,0.2,77,56,71,71,68,62,Spain,La Liga,Mallorca,26,171,64,LB
Roméo Lavia,75,0,0,0.0,67,50,70,75,73,73,Belgium,Premier League,Chelsea,20,181,76,CDM
Valentino Lazaro,73,0,4,1.7,71,69,73,74,64,65,Austria,Serie A,Torino,28,181,76,LM
Darko Lazović,74,3,2,2.8,71,72,74,75,65,56,Serbia,Serie A,Hellas Verona,33,181,66,LM
Manuel Lazzari,79,0,2,1.0,93,62,76,82,70,66,Italy,Serie A,Lazio,30,174,67,RB
Théo Le Bris,69,0,2,1.2,64,51,70,70,63,52,France,Ligue 1,Lorient,21,170,65,LM
Jérémy Le Douaron,75,4,0,6.2,66,73,69,74,50,73,France,Ligue 1,Brest,26,189,78,ST
Enzo Le Fée,77,0,1,0.5,63,57,78,80,62,57,France,Ligue 1,Rennes,24,173,66,CM
Robin Le Normand,83,2,0,1.0,62,26,54,60,84,79,Spain,La Liga,Real Sociedad,27,187,81,CB
Nicola Leali,69,0,0,0.0,72,70,58,71,33,64,Italy,Serie A,Genoa,31,188,78,GK
Rafael Leão,86,9,9,10.0,94,79,80,87,28,77,Portugal,Serie A,Milan,25,188,81,LW
Adrien Lebeau,66,0,1,0.1,74,59,63,70,47,51,France,Ligue 1,Brest,25,175,69,CAM
Benjamin Lecomte,77,0,1,0.0,76,75,77,76,41,75,France,Ligue 1,Montpellier,33,186,78,GK
Pierre Lees-Melou,79,4,0,2.4,62,72,78,77,73,76,France,Ligue 1,Brest,31,186,70,CDM
Diogo Leite,75,0,0,0.8,55,38,50,61,77,76,Portugal,Bundesliga,Union Berlin,25,188,83,CB
Maxim Leitsch,72,0,0,0.0,76,37,57,58,74,67,Germany,Bundesliga,Mainz 05,26,189,83,CB
Florian Lejeune,77,3,1,3.3,48,57,64,65,77,70,France,La Liga,Rayo Vallecano,33,189,89,CB
